"","Symbol","logFC","FDR"
"500","Sdc4",-0.777216240050689,1.1410371563134e-06
"501","Dnmt3a",0.714088312073111,4.63933918520239e-08
"502","Apol10b",1.420549337001,0.0055214753887931
"503","Cspg4",0.658948976395361,4.23985079021804e-05
"504","Dbt",-0.609941265490968,0.00181872945565867
"505","Gpat3",-1.25308034012228,1.25812473093692e-08
"506","Bhlhe41",0.835325061937957,2.84774770972144e-06
"507","Tnrc18",0.594541247763769,0.000988384771109144
"508","Slc7a8",-1.31858496127437,3.80077191204134e-06
"509","Serpinb5",-20.8612327230533,5.08781119941953e-06
"510","Ccdc84",-1.05008451050519,0.00359342655900712
"511","Tfcp2l1",-0.903102231363724,1.07474897498065e-09
"512","Mras",0.992439577654621,3.13885584342373e-06
"513","Mrtfa",1.41004656048562,1.77868994554617e-09
"514","Tut1",-0.69997257369131,0.000328585609148157
"515","Tgif1",-1.98021663188109,2.0432614394927e-15
"516","Sema5a",1.03073206590989,7.16675004793195e-07
"517","Acvr1b",-1.07652282881709,2.68122327704493e-18
"518","Sorbs2",-0.621408441918926,0.00120459419776507
"519","St3gal1",0.839212049563342,0.00198345887074085
"520","Col15a1",0.783778474720255,1.63141357152772e-05
"521","Gbp6",-1.55204387852047,0.00337334087600215
"522","Dynll1",0.892053612530034,0.00100467056555018
"523","Ppm1d",-0.614518677367491,0.00384427293391314
"524","Pcdh12",1.24519737712469,1.54449584374536e-07
"525","Bhlhe40",1.38956257082284,1.33570653030778e-15
"526","Vwa1",1.00902688836297,5.53116738877733e-07
"527","Rusc2",-0.646879648278404,4.81012630145219e-05
"528","Fam111a",0.947628972063885,0.00611813293938826
"529","Dchs1",0.728841177548442,0.00304607031003915
"530","Gm4070",1.34811732415922,1.23667419743457e-08
"531","Tnfrsf12a",-1.56825796688098,3.7718267947272e-14
"532","Syt12",-1.00857147552758,0.00692636105133078
"533","Cpeb2",0.730616689266449,0.00849560254639731
"534","Gnb5",0.753251060283387,0.00079167886453083
"535","Septin3",2.02988463863046,0.000565446819804041
"536","Lepr",-1.06447816934493,0.00120093439380764
"537","Prex1",0.59095603500309,0.0047483407156443
"538","Aifm2",-0.728262968158394,0.00614199020963824
"539","Rrbp1",0.695902847935122,1.30970675083858e-05
"540","Tmem233",0.696026921689335,2.43885618046466e-05
